A0,A1,A2,A3
5.78,5.775,5.719,5.737
5.733,5.775,5.733,5.751
5.761,5.747,5.719,5.751
5.78,5.775,5.742,5.723
5.78,5.723,5.714,5.747
5.751,5.761,5.714,5.747
5.737,5.737,5.733,5.733
5.742,5.756,5.737,5.765
5.775,5.765,5.723,5.728
5.775,5.784,5.723,5.742
5.765,5.737,5.719,5.751
5.737,5.756,5.704,5.723
5.78,5.775,5.742,5.728
5.747,5.747,5.737,5.719
5.751,5.784,5.737,5.733
5.728,5.77,5.714,5.747
5.765,5.723,5.737,5.733
5.765,5.742,5.728,5.747
5.765,5.765,5.723,5.709
5.742,5.742,5.733,5.747
5.733,5.756,5.719,5.747
5.775,5.737,5.723,5.737
5.737,5.794,5.719,5.7
5.737,5.742,5.719,5.747
5.747,5.77,5.723,5.742
5.747,5.742,5.723,5.747
5.751,5.756,5.737,5.728
5.733,5.765,5.733,5.742
5.737,5.77,5.733,5.733
5.756,5.747,5.719,5.733
5.775,5.761,5.714,5.751
5.742,5.761,5.728,5.742
5.78,5.747,5.723,5.756
5.747,5.761,5.733,5.733
5.794,5.733,5.756,5.747
5.77,5.761,5.747,5.742
5.756,5.794,5.714,5.756
5.728,5.765,5.714,5.723
5.751,5.737,5.77,5.686
5.747,5.751,5.737,5.723
5.742,5.765,5.78,5.742
5.751,5.77,5.733,5.747
5.747,5.798,5.714,5.733
5.761,5.784,5.737,5.756
5.733,5.728,5.756,5.751
5.751,5.775,5.723,5.723
5.751,5.756,5.747,5.751
5.794,5.756,5.751,5.709
5.765,5.761,5.709,5.737
5.737,5.756,5.719,5.723
5.798,5.737,5.747,5.742
5.789,5.723,5.751,5.7
5.728,5.77,5.761,5.704
5.751,5.775,5.747,5.714
5.761,5.751,5.756,5.742
5.756,5.733,5.756,5.728
5.714,5.761,5.719,5.756
5.756,5.751,5.742,5.747
5.77,5.761,5.737,5.742
5.794,5.794,5.737,5.765
5.761,5.761,5.719,5.756
5.78,5.714,5.742,5.742
5.765,5.747,5.756,5.723
5.77,5.733,5.719,5.756
5.742,5.77,5.695,5.719
5.784,5.775,5.737,5.742
5.742,5.789,5.728,5.737
5.789,5.756,5.719,5.751
5.775,5.784,5.723,5.719
5.751,5.775,5.747,5.761
5.794,5.761,5.728,5.695
5.747,5.765,5.709,5.733
5.714,5.794,5.719,5.733
5.77,5.737,5.747,5.728
5.742,5.775,5.714,5.737
5.751,5.78,5.719,5.747
5.798,5.723,5.756,5.733
5.761,5.737,5.709,5.709
5.747,5.751,5.756,5.742
5.78,5.733,5.733,5.709
5.803,5.756,5.747,5.733
5.784,5.751,5.728,5.737
5.751,5.719,5.719,5.728
5.751,5.751,5.733,5.747
5.784,5.756,5.723,5.747
5.765,5.751,5.733,5.733
5.761,5.761,5.742,5.742
5.747,5.756,5.756,5.747
5.784,5.719,5.77,5.714
5.742,5.794,5.742,5.747
5.709,5.784,5.719,5.723
5.765,5.737,5.747,5.714
5.765,5.77,5.751,5.737
5.747,5.733,5.704,5.728
5.78,5.756,5.737,5.742
5.784,5.77,5.709,5.723
5.756,5.728,5.747,5.742
5.747,5.747,5.737,5.733
5.794,5.761,0.0,5.747
5.794,5.756,5.742,5.69
5.751,5.742,5.728,5.723
5.765,5.789,5.728,5.719
5.728,5.704,5.714,5.733
5.789,5.737,5.723,5.756
5.761,5.756,5.723,5.751
5.742,5.747,5.751,5.737
5.733,5.733,5.747,5.714
5.78,5.765,5.747,5.723
5.775,5.761,5.733,5.704
5.78,5.812,5.709,5.733
5.775,5.765,5.681,5.709
5.751,5.784,5.704,5.723
5.77,5.765,5.733,5.719
5.751,5.747,5.69,5.747
5.765,5.751,5.723,5.723
5.78,5.742,5.733,5.714
5.789,5.803,5.7,5.728
5.775,5.742,5.737,5.695
5.761,5.78,5.719,5.733
5.751,5.756,5.714,5.714
5.798,5.756,5.704,5.686
5.798,5.751,5.695,5.709
