A0,A1,A2,A3
10.62,10.648,10.559,10.573
10.624,10.624,10.601,10.563
10.601,10.61,10.577,10.568
10.615,10.634,10.596,10.54
10.638,10.596,10.582,10.568
10.624,10.61,10.596,10.554
10.61,10.624,10.587,10.545
10.62,10.601,10.596,10.54
10.62,10.61,10.554,10.568
10.606,10.596,10.582,10.549
10.634,10.615,10.54,10.545
10.62,10.601,10.596,10.587
10.606,10.596,10.554,10.577
10.615,10.587,10.549,10.559
10.629,10.582,10.563,10.568
10.638,10.62,10.582,10.568
10.634,10.615,10.573,10.582
10.634,10.61,10.582,10.577
10.624,10.634,10.545,10.554
10.638,10.606,10.559,10.573
10.629,10.634,10.563,10.573
10.61,10.624,10.592,10.554
10.624,10.601,10.582,10.582
10.615,10.61,10.559,10.54
10.61,10.587,10.592,10.549
10.624,10.629,10.587,10.582
10.596,10.629,10.592,10.554
10.601,10.587,10.577,10.573
10.61,10.657,10.563,10.568
10.634,10.629,10.577,10.559
10.624,10.634,10.582,10.577
10.615,10.596,10.592,10.573
10.634,10.615,10.559,10.577
10.62,10.638,10.587,10.563
10.643,10.61,10.577,10.582
10.638,10.587,10.587,10.559
10.629,10.615,10.587,10.559
10.634,10.638,10.573,10.568
10.61,10.638,10.577,10.559
10.629,10.634,10.592,10.545
10.615,10.61,10.582,10.563
10.601,10.606,10.573,10.568
10.629,10.582,10.577,10.535
10.615,10.62,10.577,10.54
10.606,10.615,10.577,10.563
10.62,10.592,10.601,10.563
10.615,10.577,10.596,10.568
10.61,10.615,10.582,10.549
10.643,10.643,10.582,10.563
10.629,10.62,10.559,10.582
10.62,10.587,10.587,10.568
10.62,10.587,10.606,10.531
10.61,10.638,10.596,10.545
10.624,10.573,10.582,10.573
10.62,10.568,10.573,10.545
10.615,10.606,10.577,10.587
10.615,10.634,10.554,10.587
10.629,10.624,10.577,10.587
10.634,10.615,10.563,10.568
10.634,10.629,10.573,10.563
10.606,10.643,10.582,10.54
10.643,10.592,10.554,10.563
10.648,10.62,10.592,10.549
10.615,10.638,10.559,10.554
10.62,10.606,10.601,10.549
10.624,10.568,10.563,10.549
10.648,10.61,10.601,10.577
10.634,10.624,10.577,10.531
10.62,10.61,10.577,10.563
10.624,10.648,10.582,10.592
10.624,10.582,10.545,10.554
10.606,10.601,10.592,10.573
