A0,A1,A2,A3
12.471,12.504,12.485,12.466
12.546,12.513,12.476,12.424
12.471,12.499,12.476,12.457
12.546,12.509,12.471,12.49
12.513,12.523,12.504,12.452
12.481,12.542,12.481,12.457
12.542,12.523,12.471,12.42
12.532,12.513,12.476,12.452
12.565,12.49,12.495,12.481
12.504,12.527,12.509,12.448
12.476,12.532,12.466,12.429
12.546,12.527,12.429,12.485
12.56,12.513,12.485,12.466
12.523,12.532,12.532,12.49
12.504,12.513,12.499,12.495
12.579,12.513,12.49,12.443
12.588,12.542,12.471,12.457
12.49,12.495,12.499,12.452
12.551,12.504,12.476,12.481
12.471,12.523,12.504,12.457
12.565,12.523,12.523,12.429
12.481,12.546,12.466,12.466
12.612,12.509,12.504,12.462
12.598,12.518,12.457,12.481
12.584,12.485,12.485,12.466
12.532,12.504,12.509,12.476
12.527,12.499,12.471,12.448
12.523,12.527,12.481,12.438
12.565,12.49,12.457,12.438
12.593,12.556,12.466,12.466
12.546,12.485,12.485,12.457
12.56,12.532,12.499,12.429
12.532,12.49,12.481,12.481
12.476,12.542,12.471,12.434
12.518,12.509,12.49,12.41
12.513,12.527,12.495,12.476
12.518,12.523,12.513,12.485
12.556,12.532,12.532,12.448
12.579,12.509,12.466,12.485
12.57,12.518,12.462,12.429
12.565,12.537,12.513,12.462
12.495,12.537,12.481,12.452
12.584,12.537,12.457,12.448
12.471,12.518,12.462,12.462
12.537,12.513,12.504,12.476
12.509,12.513,12.513,12.457
12.509,12.462,12.495,12.481
12.56,12.532,12.495,12.448
12.537,12.513,12.462,12.481
12.457,12.542,12.513,12.462
12.546,12.523,12.495,12.499
12.565,12.523,12.518,12.434
12.438,12.513,12.476,12.434
12.532,12.513,12.513,12.476
12.542,12.509,12.504,12.485
12.504,12.495,12.485,12.476
12.504,12.542,12.476,12.462
12.532,12.527,12.495,12.476
12.518,12.527,12.504,12.443
12.443,12.542,12.476,12.434
12.574,12.518,12.485,12.448
12.532,12.523,12.452,12.448
12.57,12.518,12.49,12.429
12.527,12.518,12.504,12.481
12.588,12.532,12.457,12.405
12.499,12.518,12.49,12.466
12.509,12.509,12.448,12.476
12.565,12.527,12.527,12.438
12.546,12.542,12.504,12.42
12.532,12.504,12.448,12.476
12.532,12.542,12.476,12.448
12.579,12.504,12.476,12.438
12.527,12.523,12.485,12.471
12.518,12.509,12.457,12.443
12.565,12.537,12.452,12.471
12.527,12.513,12.499,12.448
12.523,12.509,12.513,12.466
12.607,12.49,12.504,12.457
12.532,12.504,12.481,12.485
12.518,12.504,12.499,12.438
12.495,12.546,12.481,12.471
12.523,12.518,12.485,12.476
12.565,12.523,12.481,12.466
12.49,12.542,12.476,12.443
12.556,12.523,12.523,12.457
12.513,12.476,12.466,12.471
12.532,12.537,12.481,12.485
12.527,12.527,12.466,12.504
12.551,12.513,12.485,12.499
12.523,12.499,12.481,12.466
12.565,12.476,12.499,12.438
12.513,12.513,12.476,12.462
12.527,12.49,12.471,12.462
12.499,12.509,12.471,12.452
12.513,12.565,12.523,12.499
12.495,12.537,12.485,12.476
12.551,12.499,12.504,12.466
12.49,12.504,12.504,12.499
12.556,12.495,12.443,12.448
12.565,12.532,12.466,12.476
12.537,12.499,12.462,12.42
12.551,12.495,12.485,12.434
12.537,12.504,12.532,12.438
12.495,12.518,0.0,12.481
12.495,12.532,12.504,12.471
12.499,12.509,12.476,12.457
12.504,12.532,12.481,12.448
12.509,12.499,12.481,12.457
12.602,12.523,12.452,12.424
12.513,12.504,12.49,12.513
12.542,12.532,12.509,12.396
12.579,12.532,12.495,12.471
12.588,12.481,12.476,12.466
12.537,12.527,12.481,12.481
12.513,12.532,12.448,12.466
12.504,12.532,12.513,12.476
12.537,12.542,12.457,12.457
12.513,12.518,12.452,12.481
12.57,12.513,12.509,12.462
12.556,12.504,12.481,12.438
12.574,12.509,12.49,12.481
12.579,12.523,12.518,12.485
12.513,12.532,12.523,12.476
12.513,12.518,12.457,12.42
12.556,12.532,12.499,12.485
12.565,12.527,12.495,12.504
12.509,12.537,12.457,12.471
12.476,12.523,12.457,12.476
12.471,12.523,12.49,12.434
12.471,12.523,12.471,12.495
12.579,12.504,12.457,12.452
12.495,12.509,12.452,12.438
12.556,12.518,12.499,12.466
12.542,12.504,12.462,12.471
12.556,12.537,12.466,12.485
12.56,12.513,12.481,12.466
12.546,12.513,12.513,12.49
12.574,12.518,12.527,12.462
12.579,12.499,12.518,12.471
12.551,12.504,12.476,12.481
12.593,12.527,12.537,12.466
12.504,12.518,12.462,12.485
12.504,12.556,12.485,12.495
12.56,12.504,12.499,12.481
12.532,12.532,12.481,12.438
12.607,12.509,12.504,12.466
12.518,12.509,12.499,12.476
12.523,12.542,12.466,12.438
12.513,12.551,12.513,12.443
12.57,12.551,12.448,12.485
12.584,12.537,12.499,12.429
12.607,12.537,12.471,12.434
12.523,12.509,12.49,12.462
12.546,12.546,12.452,12.499
12.542,12.518,12.49,12.471
12.523,12.523,12.457,12.481
12.565,12.495,12.513,12.42
12.57,12.495,12.499,12.424
12.523,12.518,12.485,12.481
12.527,12.509,12.481,12.457
12.438,12.49,12.471,12.396
12.565,12.532,12.481,12.424
12.518,12.504,12.462,12.452
12.565,12.532,12.485,12.462
12.481,12.527,12.476,12.415
12.579,12.523,12.513,12.466
12.523,12.523,12.509,12.415
12.56,12.527,12.471,12.457
12.56,12.532,12.466,12.438
12.556,12.518,12.513,12.466
12.57,12.509,12.448,12.471
12.56,12.527,12.476,12.485
12.565,12.532,12.481,12.49
12.499,12.542,12.485,12.485
12.574,12.532,12.462,12.462
12.546,12.537,12.452,12.443
12.485,12.509,12.471,12.443
12.574,12.518,12.476,12.462
12.56,12.537,12.499,12.481
12.466,12.49,12.504,12.499
12.593,12.527,12.537,12.457
12.546,12.527,12.471,12.466
12.527,12.523,12.476,12.457
12.574,12.485,12.481,12.396
12.542,12.504,12.476,12.457
12.523,12.523,12.481,12.495
12.537,12.532,12.485,12.457
12.471,12.518,12.476,12.509
12.556,12.527,12.466,12.434
12.537,12.499,12.462,12.504
12.532,12.532,12.49,12.429
12.476,12.513,12.523,12.443
12.504,12.532,12.462,12.41
12.537,12.513,12.485,12.415
12.57,12.518,12.462,12.448
12.532,12.518,12.466,12.415
12.499,12.532,12.49,12.485
12.518,12.527,12.499,12.438
12.537,12.527,12.485,12.42
12.542,12.513,12.509,12.476
12.565,12.495,12.481,12.448
12.56,12.513,12.504,12.443
12.537,12.513,12.481,12.466
12.513,12.504,12.504,12.466
12.504,12.518,12.466,12.443
12.546,12.513,12.466,12.471
12.532,12.537,12.504,12.448
12.499,12.546,12.448,12.485
12.509,12.537,12.504,12.481
12.56,12.523,12.485,12.504
12.57,12.485,12.523,12.457
12.504,12.513,12.49,12.466
12.565,12.532,12.452,12.448
12.499,12.527,12.466,12.476
12.588,12.556,12.499,12.495
12.551,12.518,12.499,12.443
12.593,12.499,12.466,12.448
12.56,12.523,12.448,12.452
12.565,12.542,12.485,12.495
12.56,12.513,12.49,12.443
12.513,12.485,12.495,12.466
12.504,12.49,12.499,12.509
12.485,12.523,12.471,12.466
12.556,12.523,12.495,12.462
12.542,12.532,12.452,12.476
12.485,12.551,12.462,12.49
12.57,12.504,12.485,12.448
12.57,12.523,12.542,12.462
12.513,12.527,12.448,12.495
12.471,12.532,12.462,12.499
12.556,12.476,12.504,12.485
12.584,12.481,12.462,12.509
12.457,12.504,12.513,12.443
12.588,12.542,12.518,12.434
12.443,12.527,12.504,12.481
12.523,12.532,12.434,12.429
12.504,12.509,12.462,12.495
12.551,12.546,12.509,12.476
12.481,12.499,12.471,12.457
12.443,12.532,12.476,12.457
12.588,12.556,12.49,12.448
12.509,12.518,12.457,12.466
12.556,12.537,12.518,12.466
12.542,12.518,12.509,12.471
12.462,12.532,12.518,12.457
12.584,12.513,12.434,12.49
12.546,12.527,12.495,12.495
12.542,12.523,12.485,12.457
12.56,12.556,12.499,12.481
12.509,12.527,12.504,12.448
12.556,12.56,12.49,12.457
12.57,12.495,12.471,12.504
12.56,12.532,12.495,12.49
12.509,12.527,12.434,12.471
12.57,12.476,12.462,12.448
12.504,12.495,12.476,12.481
12.588,12.509,12.457,12.438
12.499,12.499,12.462,12.49
12.485,12.527,12.509,12.438
12.462,12.527,12.457,12.485
12.485,12.518,12.466,12.481
12.462,12.527,12.485,12.462
12.504,12.518,12.481,12.504
12.588,12.542,12.485,12.457
12.546,12.499,12.462,12.476
12.57,12.49,12.466,12.476
12.513,12.537,12.481,12.466
12.518,12.513,12.49,12.476
12.499,12.49,12.49,12.485
12.509,12.513,12.462,12.457
12.537,12.532,12.457,12.434
12.462,12.504,12.495,12.509
12.499,12.523,12.504,12.462
12.565,12.556,12.438,12.466
12.56,12.499,12.481,12.462
12.466,12.527,12.485,12.452
12.551,12.513,12.499,12.466
12.542,12.513,12.499,12.443
12.466,12.504,12.481,12.466
12.509,12.518,12.509,12.466
12.588,12.509,12.466,12.429
12.462,12.527,12.457,12.462
12.495,12.546,12.485,12.434
12.593,12.518,12.513,12.457
12.471,12.513,12.499,12.466
12.518,12.499,12.485,12.462
12.593,12.513,12.471,12.495
12.579,12.513,12.499,12.471
12.537,12.495,12.434,12.443
12.565,12.499,12.476,12.457
12.574,12.56,12.49,12.457
12.509,12.532,12.513,12.452
12.556,12.542,12.509,12.448
12.565,12.504,12.466,12.481
12.495,12.49,12.448,12.424
12.495,12.518,12.513,12.471
12.452,12.532,12.49,12.495
12.556,12.495,12.513,12.485
12.565,12.513,12.452,12.495
12.448,12.513,12.481,12.457
12.56,12.537,12.509,12.457
12.485,12.527,12.499,12.452
12.542,12.499,12.49,12.462
12.462,12.518,12.471,12.401
12.518,12.523,12.485,12.462
12.584,12.499,12.462,12.443
12.527,12.532,12.504,12.434
12.485,12.527,12.457,12.457
12.556,12.499,12.466,12.457
12.509,12.513,12.499,12.448
12.556,12.518,12.462,12.481
12.523,12.542,12.481,12.471
12.509,12.49,12.466,12.471
12.509,12.546,12.509,12.457
12.56,12.499,12.485,12.462
12.546,12.532,12.513,12.485
12.481,12.537,12.49,12.457
12.527,12.527,12.466,12.452
12.565,12.532,12.485,12.476
12.537,12.532,12.49,12.49
12.551,12.523,12.504,12.462
12.56,12.499,12.499,12.476
12.542,12.532,12.495,12.457
12.466,12.518,12.462,12.462
12.537,12.518,12.513,12.466
12.537,12.504,12.504,12.448
12.546,12.518,12.476,12.452
12.602,12.523,12.495,12.495
12.49,12.542,12.499,12.466
12.495,12.513,12.462,12.485
12.462,12.518,12.434,12.466
12.509,12.556,12.518,12.466
12.527,12.485,12.495,12.466
12.579,12.551,12.476,12.438
12.499,12.56,12.466,12.462
12.495,12.532,12.476,12.49
12.57,12.532,12.481,12.466
12.495,12.518,12.49,12.476
12.574,12.556,12.471,12.466
12.617,12.532,12.513,12.415
12.579,12.504,12.485,12.49
12.462,12.504,12.462,12.476
12.509,12.542,12.452,12.481
12.537,12.513,12.443,12.466
12.481,12.504,12.448,12.481
12.574,12.49,12.49,12.457
12.485,12.523,12.457,12.452
12.593,12.537,12.481,12.466
12.527,12.509,12.49,12.471
12.485,12.527,12.504,12.481
12.485,12.513,12.452,12.462
12.504,12.518,12.499,12.471
12.499,12.537,12.504,12.466
12.537,12.49,12.452,12.424
12.504,12.504,12.49,12.452
12.546,12.518,12.443,12.457
12.513,12.532,12.485,12.462
12.527,12.565,12.49,12.438
12.532,12.513,12.462,12.471
12.617,12.499,12.49,12.476
12.509,12.551,12.485,12.481
12.551,12.532,12.523,12.443
12.504,12.527,12.471,12.448
12.546,12.523,12.466,12.471
12.598,12.523,12.523,12.448
12.584,12.504,12.462,12.481
12.471,12.565,12.457,12.466
12.574,12.523,12.518,12.424
12.542,12.546,12.462,12.452
12.579,12.518,12.481,12.476
12.556,12.542,12.499,12.457
12.499,12.513,12.434,12.452
12.537,12.527,12.504,12.476
12.504,12.504,12.518,12.471
12.56,12.509,12.438,12.387
12.518,12.532,12.471,12.443
12.621,12.476,12.485,12.443
12.588,12.537,12.495,12.466
12.504,12.499,12.495,12.391
12.532,12.504,12.448,12.434
12.588,12.476,12.485,12.485
