A0,A1,A2,A3
40.466000000000001,40.155999999999999,40.053000000000004,40.000999999999998
40.466000000000001,40.128,40.071999999999996,39.945
40.390999999999998,40.155999999999999,40.030000000000001,40.000999999999998
40.423999999999999,40.123000000000005,40.048000000000002,39.997
40.442,40.085999999999999,40.061999999999998,39.978000000000002
40.423999999999999,40.094999999999999,40.058,39.991999999999997
40.390999999999998,40.128,40.058,39.997
40.408999999999999,40.155999999999999,40.058,39.983000000000004
40.428000000000004,40.152000000000001,40.039000000000001,40.006
40.433,40.189,40.071999999999996,39.978000000000002
40.405000000000001,40.119,40.076000000000001,39.986999999999995
40.390999999999998,40.137,40.039000000000001,39.972999999999999
40.469999999999999,40.141999999999996,40.030000000000001,39.991999999999997
40.414000000000001,40.128,40.058,39.991999999999997
40.419000000000004,40.174999999999997,40.048000000000002,39.983000000000004
40.395000000000003,40.119,40.053000000000004,40.006
40.399999999999999,40.128,40.039000000000001,40.024999999999999
40.381,40.114000000000004,40.053000000000004,40.000999999999998
40.385999999999996,40.155999999999999,40.061999999999998,39.972999999999999
40.395000000000003,40.146999999999998,40.067,39.986999999999995
40.385999999999996,40.146999999999998,40.039000000000001,40.020000000000003
40.372,40.128,40.006,39.950000000000003
40.408999999999999,40.198,40.010999999999996,39.991999999999997
40.381,40.137,40.053000000000004,40.010999999999996
40.469999999999999,40.119,40.076000000000001,39.997
40.428000000000004,40.128,40.033999999999999,39.997
40.372,40.133000000000003,40.076000000000001,40.030000000000001
40.419000000000004,40.174999999999997,40.061999999999998,39.969000000000001
40.423999999999999,40.128,40.076000000000001,39.983000000000004
40.433,40.133000000000003,40.030000000000001,39.991999999999997
40.349000000000004,40.152000000000001,40.061999999999998,39.950000000000003
40.32,40.302,40.024999999999999,40.006
40.494,40.119,40.058,40.039000000000001
40.405000000000001,40.231000000000002,40.133000000000003,39.997
40.155999999999999,40.061999999999998,40.128,40.061999999999998
40.198,40.024999999999999,40.024999999999999,40.058
40.080999999999996,40.071999999999996,39.986999999999995,39.930999999999997
40.123000000000005,40.067,40.006,39.978000000000002
40.085999999999999,40.080999999999996,40.033999999999999,39.991999999999997
40.114000000000004,40.137,40.030000000000001,39.936
40.137,40.123000000000005,40.044000000000004,39.997
40.527000000000001,40.123000000000005,40.030000000000001,39.978000000000002
40.530999999999999,40.174999999999997,40.000999999999998,39.972999999999999
40.540999999999997,40.235999999999997,40.044000000000004,40.006
40.469999999999999,40.207999999999998,40.024999999999999,39.983000000000004
40.530999999999999,40.255000000000003,40.020000000000003,39.963999999999999
39.972999999999999,40.466000000000001,40.067,39.972999999999999
40.010999999999996,39.969000000000001,40.152000000000001,40.071999999999996
40.015999999999998,40.048000000000002,40.259,40.25
40.152000000000001,40.015999999999998,40.044000000000004,39.991999999999997
40.376999999999995,40.133000000000003,40.039000000000001,39.954999999999998
40.395000000000003,40.123000000000005,40.015999999999998,40.010999999999996
40.419000000000004,40.123000000000005,40.044000000000004,40.010999999999996
40.428000000000004,40.141999999999996,40.006,40.024999999999999
40.390999999999998,40.137,40.048000000000002,40.020000000000003
40.428000000000004,40.141999999999996,40.020000000000003,40.000999999999998
40.428000000000004,40.146999999999998,40.053000000000004,39.997
40.438000000000002,40.114000000000004,40.039000000000001,39.986999999999995
40.395000000000003,40.100000000000001,40.030000000000001,39.983000000000004
40.395000000000003,40.170000000000002,40.071999999999996,40.000999999999998
40.442,40.119,40.039000000000001,39.991999999999997
40.408999999999999,40.109000000000002,40.076000000000001,39.969000000000001
40.438000000000002,40.18,40.071999999999996,40.039000000000001
40.423999999999999,40.155999999999999,40.071999999999996,39.991999999999997
40.405000000000001,40.119,40.048000000000002,40.006
40.419000000000004,40.183999999999997,40.039000000000001,39.978000000000002
40.395000000000003,40.198,40.024999999999999,40.020000000000003
40.419000000000004,40.114000000000004,40.033999999999999,40.006
40.399999999999999,40.165999999999997,40.044000000000004,39.969000000000001
40.466000000000001,40.155999999999999,40.024999999999999,39.978000000000002
40.385999999999996,40.174999999999997,40.053000000000004,39.986999999999995
40.419000000000004,40.128,40.044000000000004,40.010999999999996
40.438000000000002,40.100000000000001,40.039000000000001,40.033999999999999
40.399999999999999,40.155999999999999,40.030000000000001,39.950000000000003
40.423999999999999,40.137,40.039000000000001,39.969000000000001
40.433,40.100000000000001,40.058,40.010999999999996
40.395000000000003,40.119,40.058,40.000999999999998
40.390999999999998,40.141999999999996,40.033999999999999,39.991999999999997
40.414000000000001,40.141999999999996,40.061999999999998,39.986999999999995
40.408999999999999,40.100000000000001,40.048000000000002,39.997
40.390999999999998,40.123000000000005,40.058,40.015999999999998
40.423999999999999,40.137,40.039000000000001,39.978000000000002
40.395000000000003,40.165999999999997,40.053000000000004,39.997
40.428000000000004,40.211999999999996,40.053000000000004,39.997
40.405000000000001,40.128,40.048000000000002,39.983000000000004
40.399999999999999,40.155999999999999,40.044000000000004,39.983000000000004
40.475000000000001,40.133000000000003,40.024999999999999,39.983000000000004
40.405000000000001,40.146999999999998,40.024999999999999,40.010999999999996
40.433,40.128,40.053000000000004,39.969000000000001
40.433,40.161000000000001,40.024999999999999,39.986999999999995
40.390999999999998,40.123000000000005,40.044000000000004,39.950000000000003
40.358000000000004,40.141999999999996,40.053000000000004,39.972999999999999
40.446999999999996,40.114000000000004,40.061999999999998,39.978000000000002
40.433,40.18,40.048000000000002,39.969000000000001
40.433,40.194000000000003,40.033999999999999,39.969000000000001
40.385999999999996,40.091000000000001,40.033999999999999,39.997
40.372,40.161000000000001,40.030000000000001,39.963999999999999
